area_fips,own_code,industry_code,agglvl_code,size_code,year,qtr,disclosure_code,annual_avg_estabs,annual_avg_emplvl,total_annual_wages,taxable_annual_wages,annual_contributions,annual_avg_wkly_wage,avg_annual_pay,lq_disclosure_code,lq_annual_avg_estabs,lq_annual_avg_emplvl,lq_total_annual_wages,lq_taxable_annual_wages,lq_annual_contributions,lq_annual_avg_wkly_wage,lq_avg_annual_pay,oty_disclosure_code,oty_annual_avg_estabs_chg,oty_annual_avg_estabs_pct_chg,oty_annual_avg_emplvl_chg,oty_annual_avg_emplvl_pct_chg,oty_total_annual_wages_chg,oty_total_annual_wages_pct_chg,oty_taxable_annual_wages_chg,oty_taxable_annual_wages_pct_chg,oty_annual_contributions_chg,oty_annual_contributions_pct_chg,oty_annual_avg_wkly_wage_chg,oty_annual_avg_wkly_wage_pct_chg,oty_avg_annual_pay_chg,oty_avg_annual_pay_pct_chg
39041,0,10,70,0.0,2020,A,0,5891,84743,5279365599,830163053,15590312,1193.9733601795222,62298.54500076702,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39041,1,10,71,0.0,2020,A,0,16,264,15468202,0,0,1122.9298882166497,58591.67424242424,0,0.46,0.15,0.1,0.0,0.0,0.7,0.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39041,1,102,72,0.0,2020,A,0,16,264,15468202,0,0,1122.9298882166497,58591.67424242424,0,0.47,0.15,0.11,0.0,0.0,0.7,0.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39041,1,1021,73,0.0,2020,A,0,9,194,11315905,0,0,1117.9034491206908,58329.407216494845,0,0.53,0.48,0.44,0.0,0.0,0.92,0.92,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39041,1,1024,73,0.0,2020,A,0,1,13,750022,0,0,1105.7256480283647,57694.0,0,1.22,0.31,0.2,0.0,0.0,0.67,0.67,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39041,1,1028,73,0.0,2020,A,0,6,58,3402275,0,0,1124.237723024358,58659.91379310345,0,0.42,0.06,0.04,0.0,0.0,0.64,0.64,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39041,1,48-49,74,0.0,2020,A,0,9,194,11315905,0,0,1117.9034491206908,58329.407216494845,0,0.54,0.52,0.47,0.0,0.0,0.91,0.91,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39041,1,491,75,0.0,2020,A,0,9,194,11315905,0,0,1117.9034491206908,58329.407216494845,0,0.55,0.53,0.49,0.0,0.0,0.93,0.93,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39041,1,4911,76,0.0,2020,A,0,9,194,11315905,0,0,1117.9034491206908,58329.407216494845,0,0.55,0.53,0.49,0.0,0.0,0.93,0.93,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39041,1,49111,77,0.0,2020,A,0,9,194,11315905,0,0,1117.9034491206908,58329.407216494845,0,0.55,0.53,0.49,0.0,0.0,0.93,0.93,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39041,1,491110,78,0.0,2020,A,0,9,194,11315905,0,0,1117.9034491206908,58329.407216494845,0,0.55,0.53,0.49,0.0,0.0,0.93,0.93,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39041,1,54,74,0.0,2020,A,0,1,13,750022,0,0,1105.7256480283647,57694.0,0,1.36,0.32,0.2,0.0,0.0,0.66,0.66,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39041,1,541,75,0.0,2020,A,0,1,13,750022,0,0,1105.7256480283647,57694.0,0,1.36,0.32,0.2,0.0,0.0,0.66,0.66,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39041,1,5413,76,0.0,2020,A,0,1,13,750022,0,0,1105.7256480283647,57694.0,0,2.24,0.4,0.26,0.0,0.0,0.69,0.69,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
